ENSGACT00000021442.1	selenot2
ENSGACT00000024287.1	armh3
ENSGACT00000024289.1	ldb1b
ENSGACT00000024298.1	ogal
ENSGACT00000024299.1	cant1b
ENSGACT00000024302.1	grk4
ENSGACT00000024315.1	htt
ENSGACT00000024317.1	htt
ENSGACT00000029486.1	RF00582
ENSGACT00000024319.1	rgs12b
ENSGACT00000024323.1	dok7
ENSGACT00000024327.1	lrpap1
ENSGACT00000024328.1	adra2c
ENSGACT00000024330.1	hmx4
ENSGACT00000024335.1	cpz
ENSGACT00000024340.1	cpz
ENSGACT00000024342.1	htra3a
ENSGACT00000024345.1	pi4k2b
ENSGACT00000024348.1	rnf38
ENSGACT00000024355.1	chrnb2a
ENSGACT00000024360.1	chrnb2a
ENSGACT00000024364.1	chrna6 (1 of many)
ENSGACT00000024366.1	chrna6 (1 of many)
ENSGACT00000024368.1	chrnb3a
ENSGACT00000024376.1	sclt1
ENSGACT00000024379.1	zgc:77739
ENSGACT00000024381.1	pcdh10a
ENSGACT00000024382.1	pcdh18a
ENSGACT00000024407.1	cabp2a
ENSGACT00000024409.1	cabp2a
ENSGACT00000024420.1	rtn4rl2a
ENSGACT00000024441.1	unc93b1
ENSGACT00000024442.1	timm10
ENSGACT00000024444.1	timm10
ENSGACT00000024451.1	ctnnd1
ENSGACT00000024457.1	slc43a3a
ENSGACT00000024463.1	noctb
ENSGACT00000024464.1	noctb
ENSGACT00000024467.1	elf2b
ENSGACT00000024469.1	elf2b
ENSGACT00000024474.1	NAA15 (1 of many)
ENSGACT00000024479.1	scoca
ENSGACT00000024482.1	clgn
ENSGACT00000024490.1	exosc9
ENSGACT00000024486.2	exosc9
ENSGACT00000024492.1	exosc9
ENSGACT00000024506.1	AXIN2
ENSGACT00000024513.1	KPNA2 (1 of many)
ENSGACT00000024518.1	BPTF
ENSGACT00000024521.1	BPTF
ENSGACT00000024522.1	BPTF
ENSGACT00000024525.1	nol11
ENSGACT00000024527.1	APOH (1 of many)
ENSGACT00000024528.1	APOH (1 of many)
ENSGACT00000024530.1	prkcaa
ENSGACT00000024531.1	prkcaa
ENSGACT00000024535.1	cacng5a
ENSGACT00000024539.1	cacng4a
ENSGACT00000024542.1	CACNG1 (1 of many)
ENSGACT00000024549.2	helz
ENSGACT00000024550.1	helz
ENSGACT00000024569.1	psmd12
ENSGACT00000024579.1	psmd12
ENSGACT00000024582.1	psmd12
ENSGACT00000024586.1	psmd12
ENSGACT00000024602.1	tppp2
ENSGACT00000024606.1	tusc3
ENSGACT00000024609.1	tusc3
ENSGACT00000024610.1	tusc3
ENSGACT00000024611.1	SGCZ
ENSGACT00000024620.1	abca1a
ENSGACT00000024624.1	stra6l
ENSGACT00000024630.1	tdrd7a
ENSGACT00000024634.1	tmod1
ENSGACT00000024636.1	tmod1
ENSGACT00000024638.1	tmod1
ENSGACT00000024639.1	cplx2l
ENSGACT00000024646.1	gne
ENSGACT00000024649.1	clta
ENSGACT00000024663.1	nansa
ENSGACT00000024664.1	SLC24A2
ENSGACT00000024670.1	xpa
ENSGACT00000024690.1	kpna7
ENSGACT00000024702.1	kpna7
ENSGACT00000024706.1	micu3a
ENSGACT00000024708.1	micu3a
ENSGACT00000024709.1	micu3a
ENSGACT00000029185.1	RF00012
ENSGACT00000029124.1	RF00012
ENSGACT00000029190.1	RF00012
ENSGACT00000024720.1	vps37a
ENSGACT00000024722.1	vps37a
ENSGACT00000024726.1	nsmce1
ENSGACT00000024731.1	caly
ENSGACT00000024739.1	atp5pd
ENSGACT00000024743.1	pnpla6
ENSGACT00000024746.1	adra2a
ENSGACT00000024750.1	shoc2
ENSGACT00000024770.1	pdcd4b
ENSGACT00000024771.1	pdcd4b
ENSGACT00000024780.1	smc3
ENSGACT00000024782.1	smc3
ENSGACT00000024784.1	dusp5
ENSGACT00000024788.1	dusp5
ENSGACT00000024794.1	add3a
ENSGACT00000024796.1	si:dkey-16m19.1
ENSGACT00000024812.1	xpnpep1
ENSGACT00000024814.1	xpnpep1
ENSGACT00000024826.1	si:dkey-246e1.3
ENSGACT00000024828.1	cxcl12b
ENSGACT00000024829.1	cxcl12b
ENSGACT00000024833.1	gde1
ENSGACT00000024835.1	si:dkey-44g23.5
ENSGACT00000024843.1	crebbpa
ENSGACT00000024847.1	adcy9
ENSGACT00000024857.1	SRL (1 of many)
ENSGACT00000024872.1	slc27a1b
ENSGACT00000024876.1	si:ch211-114l13.7
ENSGACT00000024881.1	nxnl1
ENSGACT00000024890.1	tmed1b
ENSGACT00000024894.1	tmed1b
ENSGACT00000024897.1	tmed1b
ENSGACT00000024899.1	dnm2b
ENSGACT00000024908.1	dnajb1b
ENSGACT00000024913.1	dnajb1b
ENSGACT00000024915.1	dnajb1b
ENSGACT00000024928.1	tecrb
ENSGACT00000024935.1	tecrb
ENSGACT00000024944.1	tecrb
ENSGACT00000024946.1	ndufb7
ENSGACT00000024951.1	zgc:136908
ENSGACT00000024954.1	samd1b
ENSGACT00000024958.1	prkacab
ENSGACT00000024961.1	asf1bb (1 of many)
ENSGACT00000024986.1	si:dkey-76b14.2
ENSGACT00000024996.1	gcgrb
ENSGACT00000024997.1	gcgrb
ENSGACT00000025002.1	slc25a10
ENSGACT00000025012.1	si:dkey-27j5.5
ENSGACT00000025015.1	si:dkey-27j5.5
ENSGACT00000025026.1	epn3b
ENSGACT00000025028.1	epn3b
ENSGACT00000025030.1	b3gntl1
ENSGACT00000025032.1	b3gntl1
ENSGACT00000025033.1	b3gntl1
ENSGACT00000025034.1	metrnlb
ENSGACT00000025041.1	tekt4
ENSGACT00000025053.1	crtac1a
ENSGACT00000025059.1	GOLGA7B (1 of many)
ENSGACT00000025067.1	zfyve27
ENSGACT00000025070.1	pi4k2a
ENSGACT00000025084.1	exosc1
ENSGACT00000025089.1	gprc5bb
ENSGACT00000025103.3	pkd1a
ENSGACT00000025106.1	pkd1a
ENSGACT00000025113.1	tsc2
ENSGACT00000025117.1	tsc2
ENSGACT00000025122.1	nthl1
ENSGACT00000025142.1	TNPO2 (1 of many)
ENSGACT00000025144.1	TNPO2 (1 of many)
ENSGACT00000025146.1	rln3b
ENSGACT00000025147.1	RFX1
ENSGACT00000025149.1	RFX1
ENSGACT00000025154.1	khsrp
ENSGACT00000025157.1	si:ch211-196h16.12
ENSGACT00000025158.1	zgc:136864
ENSGACT00000025160.1	mri1
ENSGACT00000025163.1	mri1
ENSGACT00000025168.1	nanos3
ENSGACT00000025174.1	slc26a11
ENSGACT00000025176.1	slc26a11
ENSGACT00000025178.1	sgsh
ENSGACT00000025181.1	sgsh
ENSGACT00000025184.1	npb
ENSGACT00000025204.1	gnav1
ENSGACT00000025207.1	pcyt2
ENSGACT00000025209.1	pcyt2
ENSGACT00000025213.1	sirt7
ENSGACT00000025217.2	mafgb
ENSGACT00000025221.1	MYADML2 (1 of many)
ENSGACT00000025222.2	aspscr1
ENSGACT00000025228.1	TMC6
ENSGACT00000025230.1	TMC6
ENSGACT00000025234.1	TMC6
ENSGACT00000025237.1	TMC6
ENSGACT00000025241.1	TMC6
ENSGACT00000025244.1	tmc8
ENSGACT00000025247.1	tmc8
ENSGACT00000025253.1	syngr2b
ENSGACT00000025254.1	syngr2b
ENSGACT00000025257.1	tk1
ENSGACT00000025265.1	afmid
ENSGACT00000025267.1	afmid
ENSGACT00000025295.1	asna1
ENSGACT00000025297.1	best2
ENSGACT00000025299.1	junba
ENSGACT00000025302.1	prdx2
ENSGACT00000025303.1	prdx2
ENSGACT00000025308.1	ptger1a
ENSGACT00000025310.1	ptger1a
ENSGACT00000025317.1	acp5a
ENSGACT00000025328.1	gcdha
ENSGACT00000025334.1	gcdha
ENSGACT00000025343.1	slc44a2
ENSGACT00000025344.1	slc44a2
ENSGACT00000025345.1	slc44a2
ENSGACT00000025349.1	ccdc151
ENSGACT00000025353.1	rgl3a
ENSGACT00000025356.1	rgl3a
ENSGACT00000025357.1	nfil3-5
ENSGACT00000025360.1	klf1
ENSGACT00000025365.1	micall1a
ENSGACT00000025367.1	gga1
ENSGACT00000025371.1	si:dkey-156n14.5
ENSGACT00000025380.1	zgc:114175
ENSGACT00000025385.1	MARF1
ENSGACT00000025387.1	panx1b
ENSGACT00000025390.1	NDE1
ENSGACT00000025391.1	NDE1
ENSGACT00000025393.1	myh11a
ENSGACT00000025396.1	fopnl
ENSGACT00000025400.1	abcc6a
ENSGACT00000025401.1	abcc6a
ENSGACT00000025407.1	coq7
ENSGACT00000025409.1	coq7
ENSGACT00000025415.1	rps15a
ENSGACT00000025416.1	xylt1
ENSGACT00000025424.1	nomo
ENSGACT00000025429.1	TMC7
ENSGACT00000025431.1	TMC7
ENSGACT00000025438.1	tmc5
ENSGACT00000025441.1	tmc5
ENSGACT00000025452.1	sec23b
ENSGACT00000025455.1	ccdc85al
ENSGACT00000025459.1	bcl11ab
ENSGACT00000025463.1	cep170ab
ENSGACT00000025464.1	si:ch211-194e18.2
ENSGACT00000025467.1	si:ch211-194e18.2
ENSGACT00000025472.1	ccdc88aa
ENSGACT00000025474.1	mettl26
ENSGACT00000025475.1	wfikkn1
ENSGACT00000025479.1	wfikkn1
ENSGACT00000025483.1	RAB40C
ENSGACT00000025485.1	si:dkeyp-80c12.4
ENSGACT00000025486.1	si:dkeyp-80c12.5
ENSGACT00000025490.1	zgc:175214
ENSGACT00000025492.1	zgc:175214
ENSGACT00000025494.1	zgc:175214
ENSGACT00000025500.1	DDX5
ENSGACT00000025505.1	srp68
ENSGACT00000025507.1	srp68
ENSGACT00000025511.1	evpla
ENSGACT00000025515.1	evpla
ENSGACT00000025516.1	evpla
ENSGACT00000025518.1	ten1
ENSGACT00000025523.1	acox1
ENSGACT00000025525.1	acox1
ENSGACT00000025529.1	RHBDF2
ENSGACT00000025530.1	AANAT
ENSGACT00000025534.2	UBE2O
ENSGACT00000025536.1	SPHK1
ENSGACT00000025538.1	cygb2
ENSGACT00000025545.1	myh10
ENSGACT00000025548.1	ubn2a
ENSGACT00000025554.1	ttc26
ENSGACT00000025555.1	ttc26
ENSGACT00000025556.1	ttc26
ENSGACT00000029385.1	RF00091
ENSGACT00000025558.1	slc25a38b
ENSGACT00000025570.1	map2k7
ENSGACT00000025571.1	map2k7
ENSGACT00000025576.1	pkn1a
ENSGACT00000025577.1	pkn1a
ENSGACT00000025579.1	si:ch211-214c7.5
ENSGACT00000025584.1	mcoln1a
ENSGACT00000025585.1	mcoln1a
ENSGACT00000025588.1	pglyrp2
ENSGACT00000025589.1	pglyrp2
ENSGACT00000025592.1	pglyrp2
ENSGACT00000025595.1	lygl2
ENSGACT00000025599.1	lygl2
ENSGACT00000025601.1	si:ch211-239f4.1
ENSGACT00000025603.1	si:ch211-239f4.1
ENSGACT00000025618.1	ddx39aa
ENSGACT00000025625.1	ddx39aa
ENSGACT00000025634.1	rasd4
ENSGACT00000025641.1	PRPSAP1
ENSGACT00000025642.1	PRPSAP1
ENSGACT00000025645.1	PRPSAP1
ENSGACT00000025647.1	PRPSAP1
ENSGACT00000025648.1	pik3r6a
ENSGACT00000025654.1	pik3r5
ENSGACT00000025656.1	ntn1a
ENSGACT00000025659.1	stx8
ENSGACT00000025668.1	cfap52
ENSGACT00000025672.1	mchr1a
ENSGACT00000025674.1	gga3
ENSGACT00000025676.1	gga3
ENSGACT00000025682.1	jpt1a
ENSGACT00000025688.1	sept9b
ENSGACT00000025689.1	sept9b
ENSGACT00000025691.1	sept9b
ENSGACT00000025695.1	tnrc6c2
ENSGACT00000025700.1	znf207b
ENSGACT00000025702.1	znf207b
ENSGACT00000025705.1	rhbdl3
ENSGACT00000025707.1	rhot1b
ENSGACT00000025709.1	rhot1b
ENSGACT00000025716.1	ADAP2
ENSGACT00000025717.1	tefm
ENSGACT00000025723.1	suz12b
ENSGACT00000025730.1	utp6
ENSGACT00000025745.1	utp6
ENSGACT00000029101.1	MIR365B
ENSGACT00000025752.1	rab11fip4b
ENSGACT00000025758.1	plppr2b
ENSGACT00000025760.1	plppr2b
ENSGACT00000025763.1	pld6
ENSGACT00000025765.1	RAB3D
ENSGACT00000025772.1	tspan34
ENSGACT00000025774.1	dand5
ENSGACT00000025777.1	nfixa
ENSGACT00000025778.1	nfixa
ENSGACT00000025784.1	rnf11a
ENSGACT00000025794.1	fdx2
ENSGACT00000025803.1	keap1b
ENSGACT00000025810.1	si:zfos-323e3.4
ENSGACT00000025811.1	cdkn2d
ENSGACT00000025820.1	AP1M2
ENSGACT00000025830.1	parn
ENSGACT00000025834.1	ERI2
ENSGACT00000025835.1	ERI2
ENSGACT00000025837.1	thumpd1
ENSGACT00000025839.1	thumpd1
ENSGACT00000025847.1	GTF3C1
ENSGACT00000025851.1	GTF3C1
ENSGACT00000025879.1	zgc:153247
ENSGACT00000025881.1	zgc:153247
ENSGACT00000025883.1	zgc:153247
ENSGACT00000025890.1	BFAR
ENSGACT00000025891.1	BFAR
ENSGACT00000025895.1	si:ch73-12o23.1
ENSGACT00000025900.1	micall2b
ENSGACT00000025909.1	mala
ENSGACT00000025910.1	tmem246
ENSGACT00000025918.1	ttbk1a
ENSGACT00000025921.1	ttbk1a
ENSGACT00000025927.1	pex6
ENSGACT00000025930.1	kcnh1a
ENSGACT00000025931.2	rcor3
ENSGACT00000025932.1	rcor3
ENSGACT00000025934.1	TRAF5
ENSGACT00000025964.1	RRP36
ENSGACT00000025966.1	mdh1aa
ENSGACT00000025976.1	ugp2a
ENSGACT00000025980.1	ugp2a
ENSGACT00000025982.1	ugp2a
ENSGACT00000025983.1	ugp2a
ENSGACT00000025990.1	vps54
ENSGACT00000025992.1	peli1a
ENSGACT00000026004.1	lgalsla
ENSGACT00000026008.1	sertad2a
ENSGACT00000026033.1	ACTR2 (1 of many)
ENSGACT00000026035.1	spred2a
ENSGACT00000026038.1	meis1a
ENSGACT00000026040.1	ppp3r1b
ENSGACT00000026043.1	ppp3r1b
ENSGACT00000026051.1	cnrip1a
ENSGACT00000026054.1	si:dkey-202b17.4
ENSGACT00000026056.1	APLF
ENSGACT00000026058.1	APLF
ENSGACT00000026060.1	prokr1a
ENSGACT00000026064.2	snrpb2
ENSGACT00000026062.1	snrpb2
ENSGACT00000026068.1	kif16ba
ENSGACT00000026074.1	ndufaf5
ENSGACT00000026076.3	esf1
ENSGACT00000026085.1	acaa1
ENSGACT00000026088.1	acaa1
ENSGACT00000026091.1	btbd3a
ENSGACT00000026093.1	btbd3a
ENSGACT00000026096.1	strn
ENSGACT00000026098.1	map1lc3c
ENSGACT00000026100.1	tomm20b
ENSGACT00000026104.1	tbce (1 of many)
ENSGACT00000026107.1	nid1b (1 of many)
ENSGACT00000026111.1	gpr137bb
ENSGACT00000026112.1	ero1b
ENSGACT00000026116.1	gtpbp2b
ENSGACT00000026119.1	tp53bp2b
ENSGACT00000026120.1	tp53bp2b
ENSGACT00000026121.2	otx2a
ENSGACT00000026122.1	si:ch211-133l11.10
ENSGACT00000026123.2	USP34
ENSGACT00000026124.1	xpo1a
ENSGACT00000026139.1	cct4
ENSGACT00000026141.1	cct4
ENSGACT00000026143.1	cct4
ENSGACT00000026147.1	cct4
ENSGACT00000026151.1	pus10
ENSGACT00000026154.1	akt3b
ENSGACT00000026165.1	ltv1
ENSGACT00000026163.2	ltv1
ENSGACT00000026171.1	capn9
ENSGACT00000026174.1	capn9
ENSGACT00000026177.1	capn9
ENSGACT00000026180.1	taf5l
ENSGACT00000026182.1	nup133
ENSGACT00000026190.1	wipf2a
ENSGACT00000026193.1	zgc:77929
ENSGACT00000026195.1	HK1 (1 of many)
ENSGACT00000026197.1	myom2a
ENSGACT00000026199.1	lgsn
ENSGACT00000026207.1	ptp4a1
ENSGACT00000026212.1	ptp4a1
ENSGACT00000026221.1	col9a1a
ENSGACT00000026223.1	mrpl4
ENSGACT00000026226.2	abcc10
ENSGACT00000026228.1	sp2
ENSGACT00000026229.1	sp2
ENSGACT00000026235.1	wdr83os
ENSGACT00000026238.1	wdr83
ENSGACT00000026240.1	wdr83
ENSGACT00000026245.1	ccdc130
ENSGACT00000026246.1	ccdc130
ENSGACT00000026266.1	atf4a
ENSGACT00000026268.1	atf4a
ENSGACT00000026270.1	atf4a
ENSGACT00000026272.1	rps19bp1
ENSGACT00000026274.1	baiap2l2b
ENSGACT00000026279.1	dnal4a
ENSGACT00000026296.1	pla2g6
ENSGACT00000026298.1	pla2g6
ENSGACT00000026299.1	pla2g6
ENSGACT00000026302.1	dnaja3b
ENSGACT00000026303.1	vasna
ENSGACT00000026304.1	zgc:194551
ENSGACT00000026305.1	akap8l
ENSGACT00000026312.1	soul5l
ENSGACT00000026317.1	gpr108
ENSGACT00000026319.1	slc8a1a
ENSGACT00000026320.1	slc8a1a
ENSGACT00000026321.1	slc8a1a
ENSGACT00000026323.1	slc8a1a
ENSGACT00000026333.1	psen2
ENSGACT00000026337.1	psen2
ENSGACT00000026338.1	dpy30
ENSGACT00000026346.1	srd5a2b
ENSGACT00000026352.1	kat14
ENSGACT00000026356.1	dzank1
ENSGACT00000026357.1	polr3f
ENSGACT00000026359.1	sptbn1
ENSGACT00000026361.1	sptbn1
ENSGACT00000026377.1	mtif2
ENSGACT00000026380.1	mtif2
ENSGACT00000026384.1	sde2
ENSGACT00000026388.1	sde2
ENSGACT00000026390.1	sde2
ENSGACT00000026391.1	mrps28
ENSGACT00000026396.1	capn1b
ENSGACT00000026447.1	capn2b
ENSGACT00000026453.1	capn2b
ENSGACT00000026465.1	aars2
ENSGACT00000026467.1	CXorf40A
ENSGACT00000026469.1	zgc:109889
ENSGACT00000026471.1	opn6a
ENSGACT00000026478.1	eif4a3
ENSGACT00000026479.1	eif4a3
ENSGACT00000026484.1	eif4a3
ENSGACT00000026486.1	tmem178
ENSGACT00000026488.1	soul4
ENSGACT00000026494.1	sos1
ENSGACT00000026497.1	sos1
ENSGACT00000002630.1	enc2
ENSGACT00000002639.1	ska1
ENSGACT00000002643.1	ska1
ENSGACT00000002645.1	si:ch73-141f14.1
ENSGACT00000002653.1	NTRK3 (1 of many)
ENSGACT00000002657.1	NTRK3 (1 of many)
ENSGACT00000002739.1	galn
ENSGACT00000002745.1	zgc:158366
ENSGACT00000002754.1	slc10a3
ENSGACT00000002759.1	cdk10
ENSGACT00000002778.1	vps4a
ENSGACT00000002783.1	sntb2
ENSGACT00000002795.2	spire2
ENSGACT00000002799.1	chst6
ENSGACT00000002802.1	tmem231
ENSGACT00000002816.1	gabarapl2
ENSGACT00000002829.1	gabarapl2
ENSGACT00000002836.1	gabarapl2
ENSGACT00000002844.1	adat1
ENSGACT00000002858.1	wwp2
ENSGACT00000028107.1	MIR140
ENSGACT00000002887.1	polr2c
ENSGACT00000002890.1	coq9
ENSGACT00000002894.1	ciapin1
ENSGACT00000002899.1	ciapin1
ENSGACT00000002906.1	prmt7
ENSGACT00000002924.2	prmt7
ENSGACT00000002931.1	exoc3l1
ENSGACT00000002962.1	sept15
ENSGACT00000002965.1	sept15
ENSGACT00000002981.1	smpd3
ENSGACT00000002993.1	ndrg4
ENSGACT00000002994.1	ndrg4
ENSGACT00000003000.1	gins3
ENSGACT00000003002.1	gins3
ENSGACT00000003070.1	ldhd
ENSGACT00000003076.1	fam169b
ENSGACT00000003078.1	fam169b
ENSGACT00000003080.1	arpin
ENSGACT00000003088.1	anpepa
ENSGACT00000003090.1	si:dkey-12e7.1
ENSGACT00000003105.1	chka
ENSGACT00000003153.1	cry2
ENSGACT00000003165.1	cetp
ENSGACT00000003177.1	slc12a3
ENSGACT00000003183.1	galnt18a
ENSGACT00000003187.1	zgc:162634
ENSGACT00000003205.1	arntl1a
ENSGACT00000003211.1	PPFIBP2
ENSGACT00000003213.1	kdelc2
ENSGACT00000003228.1	cyb5r2
ENSGACT00000003237.1	ovch2
ENSGACT00000003249.1	far1
ENSGACT00000003274.1	ripor1
ENSGACT00000003281.1	ctcf (1 of many)
ENSGACT00000003300.1	ric8a
ENSGACT00000003313.1	ppp6r3
ENSGACT00000003329.1	GAN
ENSGACT00000003333.1	zgc:91860
ENSGACT00000003347.1	ces3
ENSGACT00000003351.1	ces3
ENSGACT00000003357.1	zfpm1
ENSGACT00000003360.1	trhr2
ENSGACT00000003362.1	trhr2
ENSGACT00000003421.1	setd6
ENSGACT00000003433.1	cnot1
ENSGACT00000003442.2	cnot1
ENSGACT00000003447.1	si:ch211-216l23.2
ENSGACT00000003449.1	si:ch211-216l23.2
ENSGACT00000003456.3	si:ch211-216l23.1
ENSGACT00000003462.1	n4bp1
ENSGACT00000003468.1	siah1
ENSGACT00000003471.1	lonp2
ENSGACT00000003477.1	sf3b3
ENSGACT00000029552.1	RF00611
ENSGACT00000029573.1	RF00611
ENSGACT00000003495.1	st3gal2
ENSGACT00000003522.1	aars
ENSGACT00000003527.1	aars
ENSGACT00000003529.1	exosc6
ENSGACT00000003770.1	fam192a
ENSGACT00000003783.1	cpne2
ENSGACT00000003805.1	NLRC5
ENSGACT00000003840.1	myh7bb (1 of many)
ENSGACT00000003844.1	myh7bb (1 of many)
ENSGACT00000003867.1	myh7bb (1 of many)
ENSGACT00000003870.1	myh7bb (1 of many)
ENSGACT00000003874.1	myh7bb (1 of many)
ENSGACT00000004032.1	calb2a
ENSGACT00000004054.1	pnp6
ENSGACT00000004063.1	necab2
ENSGACT00000004080.1	slc38a8a
ENSGACT00000004086.1	slc38a8a
ENSGACT00000004099.1	mbtps1
ENSGACT00000004108.1	pskh1
ENSGACT00000004109.1	nrn1la
ENSGACT00000004130.1	edc4
ENSGACT00000004136.2	ranbp10
ENSGACT00000004143.1	det1
ENSGACT00000004184.1	map1lc3b
ENSGACT00000004191.1	zcchc14
ENSGACT00000004197.1	jph3
ENSGACT00000004207.2	klhdc4
ENSGACT00000004216.1	slc7a5
ENSGACT00000004222.1	ca5a
ENSGACT00000004251.1	uba2
ENSGACT00000004259.1	lcat
ENSGACT00000004268.1	pla2g15
ENSGACT00000004272.1	pla2g15
ENSGACT00000004274.1	usb1
ENSGACT00000004276.1	znf319b
ENSGACT00000004283.1	csnk2a2b
ENSGACT00000004291.1	fa2h
ENSGACT00000004293.1	fa2h
ENSGACT00000004301.1	ano10b
ENSGACT00000004306.1	snrkb
ENSGACT00000004309.1	snrkb
ENSGACT00000004329.1	wt1a
ENSGACT00000004334.1	wt1a
ENSGACT00000004360.1	tcp11l1
ENSGACT00000004368.1	tcp11l1
ENSGACT00000004392.1	kiaa1549la
ENSGACT00000004415.1	syt9b
ENSGACT00000004432.1	OLFML1
ENSGACT00000004435.1	RASSF10 (1 of many)
ENSGACT00000004474.1	tead1a
ENSGACT00000004479.1	tead1a
ENSGACT00000004482.1	tead1a
ENSGACT00000004519.1	parvaa
ENSGACT00000004533.1	mical2b
ENSGACT00000004542.1	lingo1a
ENSGACT00000004556.1	hmg20a
ENSGACT00000004564.1	hmg20a
ENSGACT00000004570.1	peak1
ENSGACT00000004579.1	syt12
ENSGACT00000004596.1	cat
ENSGACT00000004600.1	cat
ENSGACT00000004604.1	ifitm5
ENSGACT00000004660.1	ptdss2
ENSGACT00000004671.1	tmem168b
ENSGACT00000004681.1	bmt2
ENSGACT00000004687.1	bmt2
ENSGACT00000004720.1	avpr1ab
ENSGACT00000004732.1	ppm1h
ENSGACT00000004736.1	ppm1h
ENSGACT00000029064.1	MIRLET7I (1 of many)
ENSGACT00000004759.1	mon2
ENSGACT00000004762.1	mon2
ENSGACT00000004778.1	SLC6A13
ENSGACT00000004780.1	SLC6A13
ENSGACT00000004831.1	FBLN1
ENSGACT00000004837.1	FBLN1
ENSGACT00000004843.1	FBLN1
ENSGACT00000004861.1	wnt7bb
ENSGACT00000004867.1	wnt7bb
ENSGACT00000004869.1	wnt7bb
ENSGACT00000028241.1	MIRLET7A3 (1 of many)
ENSGACT00000004889.1	pparab
ENSGACT00000004925.1	yars2
ENSGACT00000004931.1	cdkn1bb
ENSGACT00000004942.1	mrps35
ENSGACT00000004986.1	TEAD4
ENSGACT00000005009.1	DENND2A
ENSGACT00000005017.1	DENND2A
ENSGACT00000005022.1	DENND2A
ENSGACT00000005033.1	adck2
ENSGACT00000005036.1	adck2
ENSGACT00000005054.1	pus7
ENSGACT00000005067.1	aplnr2
ENSGACT00000005086.1	hdac10
ENSGACT00000005093.1	hdac10
ENSGACT00000005125.1	parvb
ENSGACT00000005132.1	parvg
ENSGACT00000005138.1	shisal1b
ENSGACT00000028826.1	RF00015
ENSGACT00000027764.1	RF00015
ENSGACT00000028550.1	RF00015
ENSGACT00000005159.1	plxnb2b
ENSGACT00000005184.1	appl2
ENSGACT00000005196.1	appl2
ENSGACT00000005217.1	nuak1b
ENSGACT00000005224.1	nuak1b
ENSGACT00000005228.1	nuak1b
ENSGACT00000005258.1	szl
ENSGACT00000005280.1	nell2a
ENSGACT00000005288.1	tmem117
ENSGACT00000005322.1	twf1a
ENSGACT00000005332.1	irak4
ENSGACT00000005341.1	irak4
ENSGACT00000005371.1	ADAMTS20
ENSGACT00000005376.1	ADAMTS20
ENSGACT00000005385.1	prickle1a
ENSGACT00000005387.1	prickle1a
ENSGACT00000005405.1	YAF2 (1 of many)
ENSGACT00000005408.1	YAF2 (1 of many)
ENSGACT00000005411.1	YAF2 (1 of many)
ENSGACT00000005419.1	GXYLT1 (1 of many)
ENSGACT00000005423.1	GXYLT1 (1 of many)
ENSGACT00000005432.1	PDZRN4 (1 of many)
ENSGACT00000005433.1	PDZRN4 (1 of many)
ENSGACT00000005446.1	CNTN1 (1 of many)
ENSGACT00000005452.1	dnajb9a
ENSGACT00000005508.1	dnm1l
ENSGACT00000005512.1	dnm1l
ENSGACT00000005519.1	dnm1l
ENSGACT00000005531.1	dnm1l
ENSGACT00000005537.1	dnm1l
ENSGACT00000005557.1	cald1b
ENSGACT00000005572.1	bpgm
ENSGACT00000005639.1	zgc:136858
ENSGACT00000005675.1	cnot4a
ENSGACT00000005676.1	cnot4a
ENSGACT00000005682.1	cnot4a
ENSGACT00000005690.1	kcna1a
ENSGACT00000005709.1	pthlhb
ENSGACT00000005713.1	tmpob
ENSGACT00000005721.1	ldhbb
ENSGACT00000005743.1	golt1bb
ENSGACT00000005756.1	slc35b4
ENSGACT00000005773.1	chchd3b
ENSGACT00000005785.1	chchd3b
ENSGACT00000005789.1	chchd3b
ENSGACT00000005847.1	taf3
ENSGACT00000005862.1	CELF2
ENSGACT00000005915.1	dhtkd1
ENSGACT00000005919.1	dhtkd1
ENSGACT00000005928.1	camk1db
ENSGACT00000005935.1	ucmab
ENSGACT00000005938.1	ucmab
ENSGACT00000005969.1	CDK17 (1 of many)
ENSGACT00000005974.1	CDK17 (1 of many)
ENSGACT00000005982.1	ELK3 (1 of many)
ENSGACT00000006010.1	hal
ENSGACT00000006021.1	hal
ENSGACT00000006067.1	usp3
ENSGACT00000006096.1	ca12
ENSGACT00000006158.1	man2c1
ENSGACT00000006167.1	man2c1
ENSGACT00000006176.1	neil1
ENSGACT00000006184.1	commd4
ENSGACT00000006196.1	sema7a
ENSGACT00000006200.1	islr2
ENSGACT00000006221.1	stra6
ENSGACT00000006224.1	stra6
ENSGACT00000006237.1	cyp11a2
ENSGACT00000006255.1	stoml1
ENSGACT00000006259.1	stoml1
ENSGACT00000006265.1	nr2e3
ENSGACT00000006291.1	hexa
ENSGACT00000006305.1	hexa
ENSGACT00000006339.1	arih1
ENSGACT00000006355.1	ppcdc
ENSGACT00000006383.1	hacd3
ENSGACT00000006421.1	ints14
ENSGACT00000006428.1	ints14
ENSGACT00000006438.1	slc24a1
ENSGACT00000006461.1	dennd4a
ENSGACT00000006484.1	megf11
ENSGACT00000006570.1	map2k1
ENSGACT00000027896.1	RF00093
ENSGACT00000029450.1	RF00093
ENSGACT00000028575.1	RF00093
ENSGACT00000029381.1	RF00093
ENSGACT00000029419.1	RF00093
